fps;frame time;memory used; memory allocated;fps;drawCalls;frameTime;renderTime;gpuFrameTimeCounter;averageGpuFrameTime
149848;1704.00;0.30000000074505806;19.56;30.50;1734.10;0;0;19840;19991.2970153267
150848;1725.00;0.30000000074505806;21.38;30.50;1775.15;0;0;18752;20000.43026718118
151848.09999999776;1731.83;0.19999999925494194;20.00;30.50;1704.55;0;0;14720;20004.545237526858
152848.3999999985;1733.48;0.19999999925494194;21.83;30.50;1578.95;0;0;14400;19980.77454195809
153848.5;1723.83;0.19999999925494194;20.46;30.50;1744.19;0;0;15392;19961.34059032866
154848.69999999925;1724.66;0.30000000074505806;19.08;30.50;1704.55;0;0;18432;19966.575097478555
155849;1692.49;0.30000000074505806;20.86;30.50;1685.39;0;0;19072;19975.7652892562
156849.19999999925;1727.65;0.30000000074505806;19.49;30.50;1734.10;0;0;19680;19988.25248896644
157849.29999999702;1727.83;0.30000000074505806;21.31;30.50;1724.14;0;0;27648;20002.924628111814
158849.59999999776;1739.48;0.19999999925494194;19.94;30.50;1807.23;0;0;29792;20025.989411556096
159849.69999999925;1722.83;0.19999999925494194;19.10;30.50;1685.39;0;0;19776;20044.117904699575
160849.69999999925;1734.00;0.30000000074505806;20.93;30.50;1744.19;0;0;22176;20058.020210105053
161849.79999999702;1728.83;0.3999999985098839;19.56;30.50;1714.29;0;0;22432;20049.90379142797
162850.69999999925;1722.45;0.3999999985098839;21.37;30.50;1522.84;0;0;16384;20027.925175023767
163851.09999999776;1735.31;0.19999999925494194;20.00;30.50;1754.39;0;0;14656;20007.590931396604
164851.79999999702;1721.79;0.29999999701976776;21.81;30.50;1621.62;0;0;18464;20003.610052310058
165851.8999999985;1694.83;0.3999999985098839;20.40;30.50;1685.39;0;0;18560;20013.441023900712
166852.09999999776;1717.66;0.30000000074505806;19.01;30.50;1714.29;0;0;15456;20011.867827930564
167852.5;1728.31;0.29999999701976776;20.83;30.50;1604.28;0;0;15488;19993.0182445051
168852.69999999925;1731.65;0.19999999925494194;19.45;30.50;1657.46;0;0;14464;19974.0244880475
169853.29999999702;1728.96;0.29999999701976776;21.28;30.50;1829.27;0;0;18720;19968.49238920888
170853.3999999985;1729.83;0.09999999776482582;20.50;30.50;1694.92;0;0;18432;19976.597587641954
171853.69999999925;1725.48;0.19999999925494194;19.11;30.50;1714.29;0;0;19584;19990.69901369607
172854.09999999776;1747.30;0.10000000149011612;20.95;30.50;1724.14;0;0;19488;20000.57844538157
173854.3999999985;1752.47;0.5;19.59;30.50;1754.39;0;0;22368;20012.838214912685
174854.3999999985;1728.00;0.3999999985098839;21.41;30.50;1562.50;0;0;21664;20027.583381180957
175854.8999999985;1693.15;0.30000000074505806;20.00;30.50;1775.15;0;0;14976;20039.84955984609
176855;1726.83;0.30000000074505806;21.82;30.50;1714.29;0;0;14496;20031.62914448518
177855.5;1738.13;0.19999999925494194;20.46;30.50;1714.29;0;0;14336;20015.511781168185
178855.79999999702;1723.48;0.3999999985098839;19.07;30.50;1675.98;0;0;15872;20001.006709301022
179856.09999999776;1730.48;0.30000000074505806;20.90;30.50;1675.98;0;0;19488;19992.91641474706
180856.59999999776;1725.14;0.29999999701976776;20.08;30.50;1694.92;0;0;20544;20000.651358846368
181856.8999999985;1728.48;0.30000000074505806;21.90;30.50;1754.39;0;0;19904;20012.088465314315
182857.5;1737.96;0.30000000074505806;20.53;30.50;1704.55;0;0;15808;19994.597115437347
183857.5;1722.00;0.20000000298023224;19.15;30.50;1775.15;0;0;14784;19984.496820705226
184858;1729.14;0.30000000074505806;20.97;30.50;1764.71;0;0;14528;19972.273839479392
185858.5;1698.15;0.19999999925494194;19.57;30.50;1744.19;0;0;20480;19965.94828869449
186858.79999999702;1706.49;0.20000000298023224;21.36;30.50;1648.35;0;0;18656;19973.514222255602
187859.09999999776;1705.49;0.29999999701976776;19.96;30.50;1714.29;0;0;22272;19972.160607936476
188859.19999999925;1683.83;0.20000000298023224;21.73;30.50;1675.98;0;0;15584;19955.451333446577
189859.3999999985;1693.66;0.10000000149011612;20.35;30.50;1754.39;0;0;21888;19938.36657795801
190859.8999999985;1713.14;0.30000000074505806;19.52;30.50;1734.10;0;0;16384;19922.116841375544
191859.8999999985;1726.00;0.30000000074505806;21.34;30.50;1675.98;0;0;18432;19915.264676689687
192860;1730.83;0.20000000298023224;19.96;30.50;1796.41;0;0;27232;19924.859168104435
193860.29999999702;1734.48;0.19999999925494194;21.79;30.50;1694.92;0;0;16032;19913.031647074637
194860.69999999925;1627.35;0.29999999701976776;20.34;30.50;1630.43;0;0;14336;19896.587910957496
195862.29999999702;1301.92;0.3999999985098839;21.71;30.50;1271.19;0;0;16352;19882.598481821813
196862.29999999702;1430.00;0.30000000074505806;20.02;30.50;1315.79;0;0;20800;19877.924318149366
197863.19999999925;1441.70;0.19999999925494194;21.54;30.50;1388.89;0;0;21536;19894.207689339317
198863.29999999702;1458.85;0.19999999925494194;19.87;30.50;1612.90;0;0;22528;19911.148316651503
199863.59999999776;1400.58;0.5;21.35;30.50;1630.43;0;0;24576;19931.293672287942
200863.79999999702;1441.71;0.3999999985098839;19.67;30.50;1595.74;0;0;24128;19955.352880441864
201863.8999999985;1423.86;0.30000000074505806;21.18;30.50;1639.34;0;0;23648;19971.69381868269
202864;1452.85;0.19999999925494194;20.09;30.50;1562.50;0;0;23104;19986.546502613848
203864.29999999702;1408.58;0.30000000074505806;21.57;30.50;1538.46;0;0;20576;20006.560334161477
204864.8999999985;1452.13;0.6000000014901161;19.91;30.50;1578.95;0;0;22400;20024.77857825697
205865.29999999702;1478.41;0.30000000074505806;21.47;30.50;1666.67;0;0;14432;20016.650135902895
206865.29999999702;1605.00;0.3999999985098839;19.96;30.50;1675.98;0;0;15968;20006.645713895046
207865.59999999776;1653.50;0.29999999701976776;21.71;30.50;1666.67;0;0;14496;19991.266761269755
208866;1612.36;0.20000000298023224;20.21;30.50;1744.19;0;0;20192;19983.707295365057
209866;1732.00;0.19999999925494194;22.03;30.50;1714.29;0;0;28512;19999.29970634959
210866.69999999925;1737.78;0.30000000074505806;20.67;30.50;1764.71;0;0;28576;20018.511550364572
211866.8999999985;1730.65;0.3999999985098839;19.29;30.50;1734.10;0;0;15424;20019.77886687389
212867.19999999925;1734.48;0.29999999701976776;21.12;30.50;1807.23;0;0;14336;20005.72918603989
213867.59999999776;1709.32;0.3999999985098839;20.29;30.50;1744.19;0;0;14336;19992.890164785873
214867.8999999985;1712.49;0.19999999925494194;22.10;30.50;1829.27;0;0;19232;19986.38347150941
215868;1716.83;0.4000000022351742;20.70;30.50;1648.35;0;0;19808;19994.70628742515
216868.5;1695.15;0.3999999985098839;19.29;30.50;1704.55;0;0;19776;20007.42636279815
217868.5;1718.00;0.30000000074505806;21.10;30.50;1694.92;0;0;22048;20019.52203496672
218868.8999999985;1728.31;0.19999999925494194;19.73;30.50;1704.55;0;0;20480;20034.898810677147
219868.8999999985;1739.00;0.30000000074505806;21.56;30.50;1754.39;0;0;19136;20042.957817106435
220869.19999999925;1732.48;0.10000000149011612;20.19;30.50;1685.39;0;0;21952;20064.399341744378
221869.59999999776;1730.31;0.4000000022351742;22.01;30.50;1685.39;0;0;16064;20068.41809081809
222869.59999999776;1750.00;0.4000000022351742;20.66;30.50;1724.14;0;0;14336;20052.951335488953
223869.59999999776;1718.00;0.19999999925494194;19.79;30.50;1724.14;0;0;16192;20035.752623417837
224869.79999999702;1734.65;0.10000000149011612;21.62;30.50;1570.68;0;0;30560;20027.579701171086
225869.8999999985;1724.83;0.30000000074505806;20.24;30.50;1685.39;0;0;20480;20031.890799617657
226870.09999999776;1696.66;0.30000000074505806;22.02;30.50;1714.29;0;0;18464;20040.46296279827
227870.5;1735.31;0.10000000149011612;20.66;30.50;1744.19;0;0;15424;20042.70378043382
228870.8999999985;1740.30;0.29999999701976776;19.30;30.50;1666.67;0;0;14336;20027.954489772535
229871;1729.83;0.30000000074505806;21.12;30.50;1704.55;0;0;16384;20012.707463655584
230871.19999999925;1739.65;0.19999999925494194;19.76;30.50;1764.71;0;0;14848;19999.820844942486
231871.5;1731.48;0.30000000074505806;21.58;30.50;1764.71;0;0;19104;20007.7558388258
232871.5;1734.00;0.30000000074505806;20.24;30.50;1744.19;0;0;20128;20016.023132797145
233871.5;1725.00;0.6000000014901161;19.43;30.50;1639.34;0;0;18464;20034.179360755785
234871.79999999702;1743.48;0.30000000074505806;21.26;30.50;1764.71;0;0;26752;20041.156431293126
235872;1742.65;0.30000000074505806;19.90;30.50;1785.71;0;0;20992;20048.18772057253
236872.5;1674.16;0.10000000149011612;21.66;30.50;1704.55;0;0;22272;20059.555729516775
237872.8999999985;1726.31;0.19999999925494194;20.29;30.50;1744.19;0;0;22848;20051.375355835706
238873.09999999776;1732.65;0.30000000074505806;22.11;30.50;1764.71;0;0;14336;20036.154277037287
239873.3999999985;1739.48;0.20000000298023224;20.74;30.50;1775.15;0;0;14816;20020.96493335237
240873.59999999776;1725.65;0.19999999925494194;19.36;30.50;1744.19;0;0;28672;20013.513757631514
241873.59999999776;1734.00;0.29999999701976776;21.19;30.50;1734.10;0;0;18944;20020.184717884655
242874.19999999925;1729.96;0.19999999925494194;19.82;30.50;1764.71;0;0;16224;20018.88070853409
243874.5;1703.49;0.09999999776482582;18.99;30.50;1020.41;0;0;15936;20010.662702934813
244874.69999999925;1598.68;0.19999999925494194;20.68;30.50;1694.92;0;0;15872;19997.044275010077
245875.09999999776;1710.32;0.09999999776482582;19.28;30.50;1764.71;0;0;18816;19993.375423881527
246875.3999999985;1697.49;0.19999999925494194;21.07;30.50;1754.39;0;0;18432;19996.471709195328
247875.69999999925;1729.48;0.29999999701976776;19.69;30.50;1587.30;0;0;18464;20006.535551800338
248876.3999999985;1737.78;0.29999999701976776;21.52;30.50;1754.39;0;0;14336;20005.664039871197
249876.8999999985;1730.13;0.10000000149011612;20.15;30.50;1675.98;0;0;16576;19994.324580839046
250877.09999999776;1742.65;0.5;21.99;30.50;1657.46;0;0;14336;19984.75227061202
251877.19999999925;1733.83;0.19999999925494194;20.62;30.50;1734.10;0;0;22144;19972.50377568062
252877.59999999776;1731.31;0.30000000074505806;19.25;30.50;1775.15;0;0;17344;19967.301197723926
253877.8999999985;1733.48;0.30000000074505806;21.07;30.50;1714.29;0;0;18528;19979.41398688977
254877.8999999985;1714.00;0.30000000074505806;20.20;30.50;1685.39;0;0;29056;19985.449745391386
255878.19999999925;1733.48;0.09999999776482582;22.03;30.50;1764.71;0;0;20768;19994.469343943885
256878.19999999925;1689.00;0.20000000298023224;20.60;30.50;1485.15;0;0;19360;20003.869938823307
257878.19999999925;1721.00;0.30000000074505806;19.22;30.50;1666.67;0;0;20224;20015.20604206978
258878.29999999702;1740.83;0.30000000074505806;21.05;30.50;1744.19;0;0;20832;20023.944043770207
259878.29999999702;1719.00;0.30000000074505806;19.67;30.50;1754.39;0;0;24448;20023.52740812993
260878.59999999776;1733.48;0.19999999925494194;21.49;30.50;1714.29;0;0;16096;20013.540406961056
261878.59999999776;1733.00;0.4000000022351742;20.12;30.50;1714.29;0;0;14336;20000.595732915535
262878.8999999985;1739.48;0.30000000074505806;21.95;30.50;1829.27;0;0;18112;19995.139119658514
263879.09999999776;1732.65;0.30000000074505806;20.62;30.50;1704.55;0;0;27360;20001.270665691296
264879.5;1724.31;0.4000000022351742;19.78;30.50;1775.15;0;0;19040;20006.26668387371
265879.5;1738.00;0.30000000074505806;21.61;30.50;1775.15;0;0;14336;20017.586315892953
266880;1725.14;0.4000000022351742;20.23;30.50;1734.10;0;0;16384;20006.982072373376
267880.5;1698.15;0.19999999925494194;22.02;30.50;1764.71;0;0;14880;19996.474059399996
268881;1713.14;0.19999999925494194;20.63;30.50;1724.14;0;0;13216;19987.24057143284
269881;1726.00;0.19999999925494194;19.25;30.50;1714.29;0;0;27200;19982.58029058467
270881.69999999925;1734.79;0.19999999925494194;21.08;30.50;1734.10;0;0;18720;19985.560578970406
271882;1733.48;0.19999999925494194;19.71;30.50;1764.71;0;0;19872;19992.920266075387
272882.3999999985;1736.31;0.20000000298023224;21.54;30.50;1734.10;0;0;18720;20009.365635263104
273882.69999999925;1725.48;0.4000000022351742;20.17;30.50;1734.10;0;0;19296;20019.699694059473
274882.8999999985;1707.66;0.19999999925494194;19.32;30.50;1796.41;0;0;20704;20027.492736989087
275883.5;1740.96;0.6999999992549419;21.16;30.50;1818.18;0;0;19040;20035.80597232338
276883.69999999925;1725.65;0.5;19.78;30.50;1666.67;0;0;20512;20050.02187275485
277883.8999999985;1702.66;0.30000000074505806;21.58;30.50;1775.15;0;0;14336;20040.472745414187
278884.19999999925;1731.48;0.19999999925494194;20.20;30.50;1775.15;0;0;14688;20042.689103718538
279884.299999997;1734.83;0.3999999985098839;22.04;30.50;1675.98;0;0;12960;20041.842337945684
280884.69999999925;1733.31;0.29999999701976776;20.66;30.50;1675.98;0;0;24992;20040.68951906989
281884.69999999925;1744.00;0.30000000074505806;19.30;30.50;1734.10;0;0;18656;20051.457158123463
282884.8999999985;1744.65;0.3999999985098839;21.14;30.50;1818.18;0;0;18432;20055.314730288985
283885;1744.83;0.30000000074505806;19.78;30.50;1714.29;0;0;19584;20061.46745980662
284885.299999997;1728.48;0.20000000298023224;21.60;30.50;1507.54;0;0;20224;20068.97567782813
285885.3999999985;1725.83;0.3999999985098839;20.78;30.50;1764.71;0;0;20064;20081.88612724476
286885.59999999776;1732.65;0.19999999925494194;19.41;30.50;1744.19;0;0;33088;20091.4321226118
287885.69999999925;1691.83;0.19999999925494194;21.19;30.50;1796.41;0;0;19104;20098.43625027026
288886;1730.48;0.30000000074505806;19.82;30.50;1630.43;0;0;29120;20106.090737240076
289886.3999999985;1735.31;0.30000000074505806;21.65;30.50;1754.39;0;0;27744;20116.605906144385
290886.5;1741.83;0.19999999925494194;20.29;30.50;1734.10;0;0;20480;20123.055942801144
291886.59999999776;1729.83;0.19999999925494194;22.11;30.50;1785.71;0;0;22144;20131.862421854046
292886.8999999985;1729.48;0.30000000074505806;20.74;30.50;1764.71;0;0;14304;20122.20141587341
293887.299999997;1725.31;0.19999999925494194;19.37;30.50;1754.39;0;0;20544;20110.355362813727
294887.299999997;1744.00;0.10000000149011612;21.21;30.50;1754.39;0;0;21984;20098.381581723275
295887.69999999925;1727.31;0.29999999701976776;20.35;30.50;1657.46;0;0;18432;20093.889120218097
296887.799999997;1746.83;0.19999999925494194;18.99;30.50;1754.39;0;0;26272;20097.18386353345
297888;1699.66;0.09999999776482582;20.78;30.50;1775.15;0;0;19168;20105.767862916262
298888.299999997;1791.46;0.10000000149011612;19.50;30.50;3571.43;0;0;14336;20110.25609625094
299888.5;1851.63;0.5;21.44;30.50;1714.29;0;0;14336;20101.026496538983